"Vuosi"	"min_ika"	"max_ika"	"Ikaluokat_yhteensa"	"ikaluokka"
1925	"65"	"69"	3322100	79900
1926	"65"	"69"	3355200	82300
1927	"65"	"69"	3380600	83800
1928	"65"	"69"	3412100	85200
1929	"65"	"69"	3435300	87200
1930	"65"	"69"	3462700	87000
1931	"65"	"69"	3489600	83300
1932	"65"	"69"	3516000	80300
1933	"65"	"69"	3536600	74600
1934	"65"	"69"	3561600	74600
1935	"65"	"69"	3589600	79300
1936	"65"	"69"	3612400	85000
1937	"65"	"69"	3640200	90200
1938	"65"	"69"	3672100	97500
1939	"65"	"69"	3699700	100400
1940	"65"	"69"	3695617	100721
1941	"65"	"69"	3707815	101057
1942	"65"	"69"	3708801	102897
1943	"65"	"69"	3732532	103653
1944	"65"	"69"	3737096	104228
1945	"65"	"69"	3778890	105168
1946	"65"	"69"	3833072	105265
1947	"65"	"69"	3885284	105883
1948	"65"	"69"	3937840	107857
1949	"65"	"69"	3987996	108701
1950	"65"	"69"	4029803	109178
1951	"65"	"69"	4064727	112765
1952	"65"	"69"	4116228	115781
1953	"65"	"69"	4162609	118235
1954	"65"	"69"	4211191	119393
1955	"65"	"69"	4258571	120754
1956	"65"	"69"	4304832	123389
1957	"65"	"69"	4343190	123714
1958	"65"	"69"	4376314	123662
1959	"65"	"69"	4413046	126508
1960	"65"	"69"	4446222	131423
1961	"65"	"69"	4475787	133975
1962	"65"	"69"	4507098	137621
1963	"65"	"69"	4539519	144896
1964	"65"	"69"	4557567	150676
1965	"65"	"69"	4569896	154593
1966	"65"	"69"	4591842	160366
1967	"65"	"69"	4619645	165781
1968	"65"	"69"	4633292	168317
1969	"65"	"69"	4614277	173398
1970	"65"	"69"	4598336	177463
1971	"65"	"69"	4625912	182572
1972	"65"	"69"	4653401	189244
1973	"65"	"69"	4678761	195521
1974	"65"	"69"	4702387	201301
1975	"65"	"69"	4720492	206729
1976	"65"	"69"	4730836	209487
1977	"65"	"69"	4746967	211576
1978	"65"	"69"	4758088	211140
1979	"65"	"69"	4771292	209455
1980	"65"	"69"	4787778	205910
1981	"65"	"69"	4812150	200716
1982	"65"	"69"	4841715	196742
1983	"65"	"69"	4869858	195262
1984	"65"	"69"	4893748	187069
1985	"65"	"69"	4910664	192869
1986	"65"	"69"	4925644	199157
1987	"65"	"69"	4938602	203126
1988	"65"	"69"	4954359	209574
1989	"65"	"69"	4974383	220838
1990	"65"	"69"	4998478	222601
1991	"65"	"69"	5029002	225198
1992	"65"	"69"	5054982	228027
1993	"65"	"69"	5077912	230284
1994	"65"	"69"	5098754	233739
1995	"65"	"69"	5116826	235870
1996	"65"	"69"	5132320	236340
1997	"65"	"69"	5147349	235617
1998	"65"	"69"	5159646	230291
1999	"65"	"69"	5171302	227163
2000	"65"	"69"	5181115	225524
2001	"65"	"69"	5194901	225223
2002	"65"	"69"	5206295	228179
2003	"65"	"69"	5219732	236582
2004	"65"	"69"	5236611	244189
2005	"65"	"69"	5255580	242434
2006	"65"	"69"	5276955	259097
2007	"65"	"69"	5300484	253225
2008	"65"	"69"	5326314	255273
2009	"65"	"69"	5351427	258319
2010	"65"	"69"	5375276	281997
2011	"65"	"69"	5401267	296656
2012	"65"	"69"	5426674	331528
1865	"70"	"74"	1843245	25725
1866	"70"	"74"	1837506	25076
1867	"70"	"74"	1824198	24322
1868	"70"	"74"	1727538	22496
1869	"70"	"74"	1739560	22087
1870	"70"	"74"	1768769	21871
1871	"70"	"74"	1803845	22380
1872	"70"	"74"	1834611	22835
1873	"70"	"74"	1859976	23222
1874	"70"	"74"	1886117	23620
1875	"70"	"74"	1912647	24023
1876	"70"	"74"	1942656	23399
1877	"70"	"74"	1971431	22763
1878	"70"	"74"	1994573	21567
1879	"70"	"74"	2032669	21205
1880	"70"	"74"	2060782	22452
1881	"70"	"74"	2082643	23379
1882	"70"	"74"	2113302	25450
1883	"70"	"74"	2146395	26923
1884	"70"	"74"	2180547	28422
1885	"70"	"74"	2207518	29038
1886	"70"	"74"	2238572	30418
1887	"70"	"74"	2278140	31883
1888	"70"	"74"	2314179	33425
1889	"70"	"74"	2347702	34412
1890	"70"	"74"	2380140	35548
1891	"70"	"74"	2408300	36400
1892	"70"	"74"	2422500	37000
1893	"70"	"74"	2436700	37800
1894	"70"	"74"	2465700	38500
1895	"70"	"74"	2499900	39500
1896	"70"	"74"	2530900	40300
1897	"70"	"74"	2567500	41100
1898	"70"	"74"	2610300	42200
1899	"70"	"74"	2635300	43200
1900	"70"	"74"	2655900	44000
1901	"70"	"74"	2678500	43300
1902	"70"	"74"	2693900	42600
1903	"70"	"74"	2717100	41500
1904	"70"	"74"	2751900	43000
1905	"70"	"74"	2773000	43700
1906	"70"	"74"	2803700	44300
1907	"70"	"74"	2838700	45300
1908	"70"	"74"	2883000	46900
1909	"70"	"74"	2914800	47600
1910	"70"	"74"	2943400	49100
1911	"70"	"74"	2980000	50500
1912	"70"	"74"	3015500	52900
1913	"70"	"74"	3035800	54200
1914	"70"	"74"	3069500	55100
1915	"70"	"74"	3096300	55800
1916	"70"	"74"	3114200	55700
1917	"70"	"74"	3134300	54100
1918	"70"	"74"	3115300	54000
1919	"70"	"74"	3118000	54200
1920	"70"	"74"	3147600	54700
1921	"70"	"74"	3193200	56900
1922	"70"	"74"	3227800	57700
1923	"70"	"74"	3258600	58600
1924	"70"	"74"	3286200	59900
1925	"70"	"74"	3322100	60400
1926	"70"	"74"	3355200	59900
1927	"70"	"74"	3380600	59400
1928	"70"	"74"	3412100	59800
1929	"70"	"74"	3435300	59900
1930	"70"	"74"	3462700	61300
1931	"70"	"74"	3489600	62700
1932	"70"	"74"	3516000	64100
1933	"70"	"74"	3536600	65000
1934	"70"	"74"	3561600	67200
1935	"70"	"74"	3589600	66700
1936	"70"	"74"	3612400	64000
1937	"70"	"74"	3640200	61600
1938	"70"	"74"	3672100	57300
1939	"70"	"74"	3699700	57800
1940	"70"	"74"	3695617	61822
1941	"70"	"74"	3707815	65830
1942	"70"	"74"	3708801	69418
1943	"70"	"74"	3732532	74512
1944	"70"	"74"	3737096	76153
1945	"70"	"74"	3778890	76210
1946	"70"	"74"	3833072	76950
1947	"70"	"74"	3885284	77970
1948	"70"	"74"	3937840	78140
1949	"70"	"74"	3987996	78020
1950	"70"	"74"	4029803	78457
1951	"70"	"74"	4064727	78614
1952	"70"	"74"	4116228	79800
1953	"70"	"74"	4162609	81892
1954	"70"	"74"	4211191	83924
1955	"70"	"74"	4258571	85611
1956	"70"	"74"	4304832	88775
1957	"70"	"74"	4343190	91257
1958	"70"	"74"	4376314	93887
1959	"70"	"74"	4413046	94832
1960	"70"	"74"	4446222	95949
1961	"70"	"74"	4475787	98144
1962	"70"	"74"	4507098	98549
1963	"70"	"74"	4539519	98543
1964	"70"	"74"	4557567	100989
1965	"70"	"74"	4569896	104832
1966	"70"	"74"	4591842	107108
1967	"70"	"74"	4619645	110133
1968	"70"	"74"	4633292	116118
1969	"70"	"74"	4614277	121140
1970	"70"	"74"	4598336	124708
1971	"70"	"74"	4625912	129587
1972	"70"	"74"	4653401	134349
1973	"70"	"74"	4678761	137329
1974	"70"	"74"	4702387	142136
1975	"70"	"74"	4720492	146285
1976	"70"	"74"	4730836	151465
1977	"70"	"74"	4746967	157916
1978	"70"	"74"	4758088	163582
1979	"70"	"74"	4771292	168901
1980	"70"	"74"	4787778	173942
1981	"70"	"74"	4812150	177266
1982	"70"	"74"	4841715	179800
1983	"70"	"74"	4869858	179773
1984	"70"	"74"	4893748	179077
1985	"70"	"74"	4910664	176323
1986	"70"	"74"	4925644	172367
1987	"70"	"74"	4938602	169502
1988	"70"	"74"	4954359	168554
1989	"70"	"74"	4974383	161743
1990	"70"	"74"	4998478	167296
1991	"70"	"74"	5029002	173336
1992	"70"	"74"	5054982	177469
1993	"70"	"74"	5077912	183669
1994	"70"	"74"	5098754	193957
1995	"70"	"74"	5116826	196407
1996	"70"	"74"	5132320	199273
1997	"70"	"74"	5147349	202451
1998	"70"	"74"	5159646	205111
1999	"70"	"74"	5171302	208620
2000	"70"	"74"	5181115	211265
2001	"70"	"74"	5194901	212474
2002	"70"	"74"	5206295	212476
2003	"70"	"74"	5219732	208415
2004	"70"	"74"	5236611	206336
2005	"70"	"74"	5255580	205764
2006	"70"	"74"	5276955	205928
2007	"70"	"74"	5300484	209415
2008	"70"	"74"	5326314	217574
2009	"70"	"74"	5351427	225043
2010	"70"	"74"	5375276	223495
2011	"70"	"74"	5401267	239251
2012	"70"	"74"	5426674	233799
1865	"75"	"79"	1843245	11166
1866	"75"	"79"	1837506	11129
1867	"75"	"79"	1824198	11046
1868	"75"	"79"	1727538	10470
1869	"75"	"79"	1739560	10540
1870	"75"	"79"	1768769	10713
1871	"75"	"79"	1803845	11127
1872	"75"	"79"	1834611	11517
1873	"75"	"79"	1859976	11873
1874	"75"	"79"	1886117	12232
1875	"75"	"79"	1912647	12594
1876	"75"	"79"	1942656	12856
1877	"75"	"79"	1971431	13108
1878	"75"	"79"	1994573	13392
1879	"75"	"79"	2032669	14007
1880	"75"	"79"	2060782	13882
1881	"75"	"79"	2082643	13569
1882	"75"	"79"	2113302	13277
1883	"75"	"79"	2146395	12657
1884	"75"	"79"	2180547	12369
1885	"75"	"79"	2207518	13373
1886	"75"	"79"	2238572	13964
1887	"75"	"79"	2278140	15295
1888	"75"	"79"	2314179	15947
1889	"75"	"79"	2347702	16884
1890	"75"	"79"	2380140	17414
1891	"75"	"79"	2408300	18200
1892	"75"	"79"	2422500	18800
1893	"75"	"79"	2436700	19500
1894	"75"	"79"	2465700	20200
1895	"75"	"79"	2499900	21000
1896	"75"	"79"	2530900	21800
1897	"75"	"79"	2567500	22600
1898	"75"	"79"	2610300	23600
1899	"75"	"79"	2635300	24400
1900	"75"	"79"	2655900	25200
1901	"75"	"79"	2678500	25700
1902	"75"	"79"	2693900	26200
1903	"75"	"79"	2717100	26600
1904	"75"	"79"	2751900	26700
1905	"75"	"79"	2773000	27000
1906	"75"	"79"	2803700	27000
1907	"75"	"79"	2838700	26400
1908	"75"	"79"	2883000	25500
1909	"75"	"79"	2914800	26700
1910	"75"	"79"	2943400	27400
1911	"75"	"79"	2980000	28000
1912	"75"	"79"	3015500	28500
1913	"75"	"79"	3035800	29500
1914	"75"	"79"	3069500	30300
1915	"75"	"79"	3096300	30900
1916	"75"	"79"	3114200	31400
1917	"75"	"79"	3134300	32700
1918	"75"	"79"	3115300	32800
1919	"75"	"79"	3118000	33000
1920	"75"	"79"	3147600	33800
1921	"75"	"79"	3193200	34100
1922	"75"	"79"	3227800	34000
1923	"75"	"79"	3258600	34700
1924	"75"	"79"	3286200	35000
1925	"75"	"79"	3322100	35700
1926	"75"	"79"	3355200	37500
1927	"75"	"79"	3380600	38400
1928	"75"	"79"	3412100	39100
1929	"75"	"79"	3435300	39900
1930	"75"	"79"	3462700	40300
1931	"75"	"79"	3489600	39500
1932	"75"	"79"	3516000	39000
1933	"75"	"79"	3536600	38900
1934	"75"	"79"	3561600	39000
1935	"75"	"79"	3589600	39900
1936	"75"	"79"	3612400	40500
1937	"75"	"79"	3640200	41300
1938	"75"	"79"	3672100	41900
1939	"75"	"79"	3699700	43200
1940	"75"	"79"	3695617	41925
1941	"75"	"79"	3707815	40674
1942	"75"	"79"	3708801	39170
1943	"75"	"79"	3732532	36860
1944	"75"	"79"	3737096	37693
1945	"75"	"79"	3778890	40704
1946	"75"	"79"	3833072	43645
1947	"75"	"79"	3885284	46061
1948	"75"	"79"	3937840	49076
1949	"75"	"79"	3987996	49596
1950	"75"	"79"	4029803	48696
1951	"75"	"79"	4064727	49323
1952	"75"	"79"	4116228	50547
1953	"75"	"79"	4162609	50925
1954	"75"	"79"	4211191	51896
1955	"75"	"79"	4258571	52763
1956	"75"	"79"	4304832	53114
1957	"75"	"79"	4343190	54103
1958	"75"	"79"	4376314	55943
1959	"75"	"79"	4413046	57869
1960	"75"	"79"	4446222	59214
1961	"75"	"79"	4475787	61620
1962	"75"	"79"	4507098	62743
1963	"75"	"79"	4539519	64753
1964	"75"	"79"	4557567	65612
1965	"75"	"79"	4569896	66132
1966	"75"	"79"	4591842	67430
1967	"75"	"79"	4619645	67980
1968	"75"	"79"	4633292	67753
1969	"75"	"79"	4614277	70163
1970	"75"	"79"	4598336	73386
1971	"75"	"79"	4625912	75406
1972	"75"	"79"	4653401	78691
1973	"75"	"79"	4678761	83682
1974	"75"	"79"	4702387	87915
1975	"75"	"79"	4720492	91519
1976	"75"	"79"	4730836	95712
1977	"75"	"79"	4746967	100184
1978	"75"	"79"	4758088	102993
1979	"75"	"79"	4771292	107204
1980	"75"	"79"	4787778	111050
1981	"75"	"79"	4812150	115794
1982	"75"	"79"	4841715	121183
1983	"75"	"79"	4869858	126097
1984	"75"	"79"	4893748	131128
1985	"75"	"79"	4910664	135202
1986	"75"	"79"	4925644	138222
1987	"75"	"79"	4938602	140626
1988	"75"	"79"	4954359	140883
1989	"75"	"79"	4974383	140896
1990	"75"	"79"	4998478	139532
1991	"75"	"79"	5029002	136969
1992	"75"	"79"	5054982	135183
1993	"75"	"79"	5077912	134943
1994	"75"	"79"	5098754	130265
1995	"75"	"79"	5116826	135771
1996	"75"	"79"	5132320	141399
1997	"75"	"79"	5147349	145669
1998	"75"	"79"	5159646	151523
1999	"75"	"79"	5171302	160330
2000	"75"	"79"	5181115	163283
2001	"75"	"79"	5194901	166355
2002	"75"	"79"	5206295	169477
2003	"75"	"79"	5219732	172779
2004	"75"	"79"	5236611	177097
2005	"75"	"79"	5255580	180520
2006	"75"	"79"	5276955	182687
2007	"75"	"79"	5300484	183591
2008	"75"	"79"	5326314	180869
2009	"75"	"79"	5351427	179671
2010	"75"	"79"	5375276	179637
2011	"75"	"79"	5401267	180510
2012	"75"	"79"	5426674	184079
1865	"80"	"84"	1843245	4743
1866	"80"	"84"	1837506	4500
1867	"80"	"84"	1824198	4236
1868	"80"	"84"	1727538	3792
1869	"80"	"84"	1739560	3590
1870	"80"	"84"	1768769	3415
1871	"80"	"84"	1803845	3697
1872	"80"	"84"	1834611	3972
1873	"80"	"84"	1859976	4234
1874	"80"	"84"	1886117	4498
1875	"80"	"84"	1912647	4762
1876	"80"	"84"	1942656	5073
1877	"80"	"84"	1971431	5380
1878	"80"	"84"	1994573	5320
1879	"80"	"84"	2032669	5446
1880	"80"	"84"	2060782	5599
1881	"80"	"84"	2082643	5637
1882	"80"	"84"	2113302	5934
1883	"80"	"84"	2146395	6155
1884	"80"	"84"	2180547	6384
1885	"80"	"84"	2207518	6293
1886	"80"	"84"	2238572	6252
1887	"80"	"84"	2278140	6137
1888	"80"	"84"	2314179	5712
1889	"80"	"84"	2347702	5575
1890	"80"	"84"	2380140	6275
1891	"80"	"84"	2408300	6600
1892	"80"	"84"	2422500	7100
1893	"80"	"84"	2436700	7300
1894	"80"	"84"	2465700	7700
1895	"80"	"84"	2499900	8100
1896	"80"	"84"	2530900	8500
1897	"80"	"84"	2567500	9000
1898	"80"	"84"	2610300	9300
1899	"80"	"84"	2635300	9800
1900	"80"	"84"	2655900	10200
1901	"80"	"84"	2678500	10700
1902	"80"	"84"	2693900	10700
1903	"80"	"84"	2717100	11600
1904	"80"	"84"	2751900	12000
1905	"80"	"84"	2773000	12300
1906	"80"	"84"	2803700	12600
1907	"80"	"84"	2838700	12700
1908	"80"	"84"	2883000	12800
1909	"80"	"84"	2914800	12900
1910	"80"	"84"	2943400	13200
1911	"80"	"84"	2980000	13000
1912	"80"	"84"	3015500	12700
1913	"80"	"84"	3035800	12300
1914	"80"	"84"	3069500	13000
1915	"80"	"84"	3096300	13300
1916	"80"	"84"	3114200	13500
1917	"80"	"84"	3134300	13400
1918	"80"	"84"	3115300	13700
1919	"80"	"84"	3118000	14000
1920	"80"	"84"	3147600	14900
1921	"80"	"84"	3193200	15400
1922	"80"	"84"	3227800	16300
1923	"80"	"84"	3258600	16900
1924	"80"	"84"	3286200	17100
1925	"80"	"84"	3322100	17800
1926	"80"	"84"	3355200	18100
1927	"80"	"84"	3380600	18100
1928	"80"	"84"	3412100	18600
1929	"80"	"84"	3435300	18800
1930	"80"	"84"	3462700	19500
1931	"80"	"84"	3489600	20000
1932	"80"	"84"	3516000	20600
1933	"80"	"84"	3536600	20600
1934	"80"	"84"	3561600	21300
1935	"80"	"84"	3589600	21100
1936	"80"	"84"	3612400	20500
1937	"80"	"84"	3640200	20100
1938	"80"	"84"	3672100	20200
1939	"80"	"84"	3699700	20100
1940	"80"	"84"	3695617	20571
1941	"80"	"84"	3707815	20774
1942	"80"	"84"	3708801	20774
1943	"80"	"84"	3732532	21334
1944	"80"	"84"	3737096	21994
1945	"80"	"84"	3778890	21872
1946	"80"	"84"	3833072	21432
1947	"80"	"84"	3885284	20735
1948	"80"	"84"	3937840	19225
1949	"80"	"84"	3987996	19504
1950	"80"	"84"	4029803	20856
1951	"80"	"84"	4064727	22286
1952	"80"	"84"	4116228	23610
1953	"80"	"84"	4162609	24865
1954	"80"	"84"	4211191	25603
1955	"80"	"84"	4258571	25688
1956	"80"	"84"	4304832	26334
1957	"80"	"84"	4343190	27017
1958	"80"	"84"	4376314	27385
1959	"80"	"84"	4413046	28048
1960	"80"	"84"	4446222	28786
1961	"80"	"84"	4475787	28864
1962	"80"	"84"	4507098	29464
1963	"80"	"84"	4539519	30528
1964	"80"	"84"	4557567	31671
1965	"80"	"84"	4569896	32073
1966	"80"	"84"	4591842	33037
1967	"80"	"84"	4619645	33745
1968	"80"	"84"	4633292	34753
1969	"80"	"84"	4614277	35607
1970	"80"	"84"	4598336	36149
1971	"80"	"84"	4625912	37491
1972	"80"	"84"	4653401	38276
1973	"80"	"84"	4678761	39492
1974	"80"	"84"	4702387	41276
1975	"80"	"84"	4720492	43936
1976	"80"	"84"	4730836	46126
1977	"80"	"84"	4746967	48725
1978	"80"	"84"	4758088	52598
1979	"80"	"84"	4771292	56105
1980	"80"	"84"	4787778	58743
1981	"80"	"84"	4812150	62101
1982	"80"	"84"	4841715	65611
1983	"80"	"84"	4869858	67842
1984	"80"	"84"	4893748	71141
1985	"80"	"84"	4910664	73642
1986	"80"	"84"	4925644	77189
1987	"80"	"84"	4938602	81139
1988	"80"	"84"	4954359	84877
1989	"80"	"84"	4974383	88552
1990	"80"	"84"	4998478	91593
1991	"80"	"84"	5029002	94277
1992	"80"	"84"	5054982	96524
1993	"80"	"84"	5077912	96931
1994	"80"	"84"	5098754	97798
1995	"80"	"84"	5116826	97351
1996	"80"	"84"	5132320	96276
1997	"80"	"84"	5147349	96037
1998	"80"	"84"	5159646	96973
1999	"80"	"84"	5171302	93999
2000	"80"	"84"	5181115	98731
2001	"80"	"84"	5194901	103659
2002	"80"	"84"	5206295	107487
2003	"80"	"84"	5219732	112760
2004	"80"	"84"	5236611	120243
2005	"80"	"84"	5255580	123858
2006	"80"	"84"	5276955	127261
2007	"80"	"84"	5300484	130708
2008	"80"	"84"	5326314	134555
2009	"80"	"84"	5351427	138717
2010	"80"	"84"	5375276	141752
2011	"80"	"84"	5401267	144120
2012	"80"	"84"	5426674	145203
1865	"5"	"9"	1843245	196804
1866	"5"	"9"	1837506	197803
1867	"5"	"9"	1824198	197998
1868	"5"	"9"	1727538	189047
1869	"5"	"9"	1739560	191968
1870	"5"	"9"	1768769	196852
1871	"5"	"9"	1803845	196127
1872	"5"	"9"	1834611	194914
1873	"5"	"9"	1859976	193130
1874	"5"	"9"	1886117	191441
1875	"5"	"9"	1912647	189802
1876	"5"	"9"	1942656	202122
1877	"5"	"9"	1971431	214291
1878	"5"	"9"	1994573	231252
1879	"5"	"9"	2032669	238050
1880	"5"	"9"	2060782	239907
1881	"5"	"9"	2082643	241193
1882	"5"	"9"	2113302	246942
1883	"5"	"9"	2146395	249532
1884	"5"	"9"	2180547	252910
1885	"5"	"9"	2207518	253975
1886	"5"	"9"	2238572	256127
1887	"5"	"9"	2278140	259973
1888	"5"	"9"	2314179	267465
1889	"5"	"9"	2347702	271986
1890	"5"	"9"	2380140	276702
1891	"5"	"9"	2408300	278700
1892	"5"	"9"	2422500	279400
1893	"5"	"9"	2436700	280300
1894	"5"	"9"	2465700	282300
1895	"5"	"9"	2499900	284800
1896	"5"	"9"	2530900	287000
1897	"5"	"9"	2567500	289800
1898	"5"	"9"	2610300	293100
1899	"5"	"9"	2635300	295300
1900	"5"	"9"	2655900	296600
1901	"5"	"9"	2678500	297200
1902	"5"	"9"	2693900	302200
1903	"5"	"9"	2717100	312600
1904	"5"	"9"	2751900	320500
1905	"5"	"9"	2773000	321100
1906	"5"	"9"	2803700	327500
1907	"5"	"9"	2838700	332300
1908	"5"	"9"	2883000	332900
1909	"5"	"9"	2914800	337200
1910	"5"	"9"	2943400	342700
1911	"5"	"9"	2980000	347800
1912	"5"	"9"	3015500	355300
1913	"5"	"9"	3035800	362000
1914	"5"	"9"	3069500	367500
1915	"5"	"9"	3096300	371500
1916	"5"	"9"	3114200	372600
1917	"5"	"9"	3134300	372300
1918	"5"	"9"	3115300	368200
1919	"5"	"9"	3118000	361900
1920	"5"	"9"	3147600	355000
1921	"5"	"9"	3193200	346200
1922	"5"	"9"	3227800	338500
1923	"5"	"9"	3258600	334100
1924	"5"	"9"	3286200	319200
1925	"5"	"9"	3322100	324900
1926	"5"	"9"	3355200	331900
1927	"5"	"9"	3380600	334900
1928	"5"	"9"	3412100	340900
1929	"5"	"9"	3435300	354500
1930	"5"	"9"	3462700	352600
1931	"5"	"9"	3489600	350100
1932	"5"	"9"	3516000	348300
1933	"5"	"9"	3536600	345600
1934	"5"	"9"	3561600	345100
1935	"5"	"9"	3589600	341400
1936	"5"	"9"	3612400	338000
1937	"5"	"9"	3640200	333700
1938	"5"	"9"	3672100	324100
1939	"5"	"9"	3699700	318500
1940	"5"	"9"	3695617	317138
1941	"5"	"9"	3707815	315988
1942	"5"	"9"	3708801	318831
1943	"5"	"9"	3732532	328804
1944	"5"	"9"	3737096	336895
1945	"5"	"9"	3778890	332396
1946	"5"	"9"	3833072	351208
1947	"5"	"9"	3885284	342490
1948	"5"	"9"	3937840	342888
1949	"5"	"9"	3987996	345827
1950	"5"	"9"	4029803	377053
1951	"5"	"9"	4064727	393394
1952	"5"	"9"	4116228	437543
1953	"5"	"9"	4162609	468809
1954	"5"	"9"	4211191	493183
1955	"5"	"9"	4258571	496112
1956	"5"	"9"	4304832	484250
1957	"5"	"9"	4343190	472826
1958	"5"	"9"	4376314	458260
1959	"5"	"9"	4413046	447423
1960	"5"	"9"	4446222	439421
1961	"5"	"9"	4475787	435900
1962	"5"	"9"	4507098	427423
1963	"5"	"9"	4539519	418452
1964	"5"	"9"	4557567	409937
1965	"5"	"9"	4569896	401860
1966	"5"	"9"	4591842	394866
1967	"5"	"9"	4619645	390958
1968	"5"	"9"	4633292	391813
1969	"5"	"9"	4614277	387365
1970	"5"	"9"	4598336	381160
1971	"5"	"9"	4625912	377381
1972	"5"	"9"	4653401	373815
1973	"5"	"9"	4678761	367418
1974	"5"	"9"	4702387	356256
1975	"5"	"9"	4720492	344339
1976	"5"	"9"	4730836	330742
1977	"5"	"9"	4746967	316985
1978	"5"	"9"	4758088	302337
1979	"5"	"9"	4771292	298770
1980	"5"	"9"	4787778	300578
1981	"5"	"9"	4812150	306505
1982	"5"	"9"	4841715	314107
1983	"5"	"9"	4869858	322441
1984	"5"	"9"	4893748	324668
1985	"5"	"9"	4910664	323446
1986	"5"	"9"	4925644	321314
1987	"5"	"9"	4938602	322414
1988	"5"	"9"	4954359	325332
1989	"5"	"9"	4974383	327075
1990	"5"	"9"	4998478	326827
1991	"5"	"9"	5029002	324511
1992	"5"	"9"	5054982	318487
1993	"5"	"9"	5077912	315622
1994	"5"	"9"	5098754	313943
1995	"5"	"9"	5116826	316643
1996	"5"	"9"	5132320	320975
1997	"5"	"9"	5147349	327353
1998	"5"	"9"	5159646	328311
1999	"5"	"9"	5171302	329375
2000	"5"	"9"	5181115	326424
2001	"5"	"9"	5194901	321777
2002	"5"	"9"	5206295	314463
2003	"5"	"9"	5219732	306715
2004	"5"	"9"	5236611	299434
2005	"5"	"9"	5255580	293416
2006	"5"	"9"	5276955	289219
2007	"5"	"9"	5300484	286249
2008	"5"	"9"	5326314	286818
2009	"5"	"9"	5351427	287786
2010	"5"	"9"	5375276	289347
2011	"5"	"9"	5401267	293116
2012	"5"	"9"	5426674	296980
